Case_ID,Case Duration,Case Length,Variants,First Activity,Last Activity
1756,248908.0,3,2,a,c
1757,1659097.0,7,1,a,h
1758,1601770.0,7,1,a,h
1759,864172.0,7,1,a,h
1760,880052.0,7,1,a,h
1761,232695.0,3,2,a,c
1762,977848.0,7,4,a,h
1763,1085063.0,7,1,a,h
1764,638570.0,7,3,a,h
1765,290424.0,3,2,a,c
1766,158844.0,3,2,a,c
1767,876238.0,7,1,a,h
1768,1435125.0,7,1,a,h
1769,1016894.0,7,3,a,h
1770,204558.0,3,2,a,c
1771,890593.0,7,1,a,h
1772,901378.0,7,1,a,h
1773,1517710.0,7,1,a,h
1774,299069.0,3,2,a,c
1775,843133.0,7,4,a,h
1776,990096.0,7,1,a,h
1777,956042.0,7,1,a,h
1778,795086.0,7,3,a,h
1779,1070540.0,7,1,a,h
1780,1191812.0,7,1,a,h
1781,265475.0,3,2,a,c
1782,917802.0,7,3,a,h
1783,1116783.0,7,1,a,h
1784,1468102.0,7,1,a,h
1785,150224.0,3,2,a,c
1786,1597713.0,7,1,a,h
1787,1282947.0,7,1,a,h
1788,1009851.0,7,3,a,h
1789,830921.0,7,3,a,h
1790,1323884.0,7,3,a,h
1791,1017180.0,7,3,a,h
1792,954784.0,7,3,a,h
1793,717104.0,7,3,a,h
1794,1200808.0,7,3,a,h
1795,1583666.0,7,4,a,h
1796,219518.0,3,2,a,c
1797,1680579.0,7,4,a,h
1798,1458775.0,7,3,a,h
1799,98893.0,3,2,a,c
1800,1190782.0,7,3,a,h
1801,937922.0,7,3,a,h
1802,1359959.0,7,3,a,h
1803,1052356.0,7,3,a,h
1804,1433053.0,7,1,a,h
1805,1073495.0,7,4,a,h
1806,1115088.0,7,1,a,h
1807,952713.0,7,1,a,h
1808,1287285.0,7,1,a,h
1809,1123718.0,7,1,a,h
1810,94555.0,3,2,a,c
1811,835851.0,7,4,a,h
1812,1137921.0,7,3,a,h
1813,955004.0,7,1,a,h
1814,420538.0,3,2,a,c
1815,958338.0,7,3,a,h
1816,351870.0,3,2,a,c
1817,600234.0,7,3,a,h
1818,235896.0,3,2,a,c
1819,832164.0,7,1,a,h
1820,198998.0,3,2,a,c
1821,867171.0,7,3,a,h
1822,251546.0,3,2,a,c
1823,1091538.0,7,1,a,h
1824,689598.0,7,3,a,h
1825,901662.0,7,3,a,h
1826,1025853.0,7,1,a,h
1827,111355.0,3,2,a,c
1828,776970.0,7,3,a,h
1829,979148.0,7,1,a,h
1830,352637.0,3,2,a,c
1831,284772.0,3,2,a,c
1832,873772.0,7,3,a,h
1833,1075272.0,7,3,a,h
1834,1470046.0,7,3,a,h
1835,1106282.0,7,1,a,h
1836,234969.0,3,2,a,c
1837,1050715.0,7,1,a,h
1838,266343.0,3,2,a,c
1839,954681.0,7,3,a,h
1840,1530083.0,7,4,a,h
1841,1475559.0,7,1,a,h
1842,478082.0,3,2,a,c
1843,1167741.0,7,3,a,h
1844,1434598.0,7,1,a,h
1845,704736.0,7,1,a,h
1846,689135.0,7,4,a,h
1847,277975.0,3,2,a,c
1848,799776.0,7,4,a,h
1849,887210.0,7,1,a,h
1850,758167.0,7,1,a,h
1851,1098451.0,7,3,a,h
1852,1012789.0,7,3,a,h
1853,1483354.0,7,3,a,h
1854,1642958.0,7,1,a,h
1855,1142187.0,7,1,a,h
1856,727196.0,7,3,a,h
1857,576428.0,3,2,a,c
1858,1242687.0,7,1,a,h
1859,1601670.0,7,1,a,h
1860,1280479.0,7,1,a,h
1861,68666.0,3,2,a,c
1862,1500952.0,7,1,a,h
1863,1232568.0,7,1,a,h
1864,1058901.0,7,3,a,h
1865,516438.0,3,2,a,c
1866,337260.0,3,2,a,c
1867,1452915.0,7,4,a,h
1868,1247602.0,7,4,a,h
1869,299851.0,3,2,a,c
1870,1007501.0,7,3,a,h
1871,308352.0,3,2,a,c
1872,968801.0,7,1,a,h
1873,553097.0,7,1,a,h
1874,1038682.0,7,3,a,h
1875,930154.0,7,3,a,h
1876,1047005.0,7,3,a,h
1877,1077633.0,7,1,a,h
1878,1001462.0,7,1,a,h
1879,185332.0,3,2,a,c
1880,1039425.0,7,3,a,h
1881,1763376.0,7,1,a,h
1882,615361.0,7,1,a,h
1883,2278769.0,7,1,a,h
1884,1467503.0,7,3,a,h
1885,2107304.0,7,4,a,h
1886,2149753.0,7,3,a,h
1887,2307485.0,7,3,a,h
1888,2284079.0,7,3,a,h
1889,2287330.0,7,3,a,h
1890,68408.0,3,2,a,c
1891,1188893.0,7,1,a,h
1892,1066535.0,7,1,a,h
1893,607193.0,7,3,a,h
1894,1032455.0,7,1,a,h
1895,671723.0,7,1,a,h
1896,795901.0,7,3,a,h
1897,709310.0,7,3,a,h
1898,667007.0,7,1,a,h
1899,334785.0,3,2,a,c
1900,823161.0,7,1,a,h
1901,690613.0,7,4,a,h
1902,810413.0,7,3,a,h
1903,852845.0,7,3,a,h
1904,581204.0,7,1,a,h
1905,255961.0,3,2,a,c
1906,835104.0,7,1,a,h
1907,1162913.0,7,3,a,h
1908,1325379.0,7,4,a,h
1909,1360181.0,7,3,a,h
1910,744110.0,7,3,a,h
1911,190942.0,3,2,a,c
1912,1223802.0,7,1,a,h
1913,893463.0,7,3,a,h
1914,929276.0,7,3,a,h
1915,917788.0,7,3,a,h
1916,354411.0,3,2,a,c
1917,1053654.0,7,1,a,h
1918,1193792.0,7,4,a,h
1919,1020589.0,7,1,a,h
1920,1125372.0,7,3,a,h
1921,323035.0,3,2,a,c
1922,1274716.0,7,1,a,h
1923,1212851.0,7,1,a,h
1924,1303484.0,7,3,a,h
1925,78623.0,3,2,a,c
1926,258791.0,3,2,a,c
1927,945739.0,7,3,a,h
1928,1337514.0,7,3,a,h
1929,75849.0,3,2,a,c
1930,311403.0,3,2,a,c
1931,1069063.0,7,1,a,h
1932,986271.0,7,1,a,h
1933,1011003.0,7,1,a,h
1934,1579272.0,7,1,a,h
1935,1524095.0,7,1,a,h
1936,486165.0,3,2,a,c
1937,1351227.0,7,1,a,h
1938,1018247.0,7,1,a,h
1939,1024490.0,7,3,a,h
1940,993620.0,7,1,a,h
1941,701506.0,7,3,a,h
1942,759623.0,7,1,a,h
1943,1296822.0,7,1,a,h
1944,1020284.0,7,1,a,h
1945,290870.0,3,2,a,c
1946,1313445.0,7,3,a,h
1947,1093246.0,7,1,a,h
1948,997070.0,7,3,a,h
1949,1477482.0,7,1,a,h
1950,1394219.0,7,4,a,h
1951,1153591.0,7,1,a,h
1952,338581.0,3,2,a,c
1953,770484.0,7,3,a,h
1954,929235.0,7,4,a,h
1955,865072.0,7,3,a,h
1956,242715.0,3,2,a,c
1957,1169159.0,7,1,a,h
1958,1321040.0,7,1,a,h
1959,1424290.0,7,1,a,h
1960,1557971.0,7,1,a,h
1961,871798.0,7,1,a,h
1962,533122.0,7,3,a,h
1963,902342.0,7,4,a,h
1964,1047048.0,7,1,a,h
1965,214253.0,3,2,a,c
1966,1061277.0,7,3,a,h
1967,835147.0,7,3,a,h
1968,451423.0,3,2,a,c
1969,436286.0,3,2,a,c
1970,1193680.0,7,1,a,h
1971,1100048.0,7,1,a,h
1972,930254.0,7,3,a,h
1973,1406848.0,7,1,a,h
1974,1316361.0,7,1,a,h
1975,960908.0,7,3,a,h
1976,135341.0,3,2,a,c
1977,771007.0,7,3,a,h
1978,1323462.0,7,4,a,h
1979,2055203.0,7,1,a,h
1980,1787794.0,7,1,a,h
1981,1709225.0,7,1,a,h
1982,551612.0,3,2,a,c
1983,1015847.0,7,1,a,h
1984,1721755.0,7,3,a,h
1985,882071.0,7,3,a,h
1986,1166155.0,7,3,a,h
1987,1882225.0,7,3,a,h
1988,1179244.0,7,3,a,h
1989,1813937.0,7,3,a,h
1990,388805.0,3,2,a,c
1991,1691677.0,7,4,a,h
1992,1074944.0,7,4,a,h
1993,1406610.0,7,3,a,h
1994,1560664.0,7,3,a,h
1995,1336279.0,7,3,a,h
1996,1498093.0,7,1,a,h
1997,1726579.0,7,1,a,h
1998,1349291.0,7,1,a,h
1999,1256856.0,7,3,a,h
2000,2219253.0,7,1,a,h
2001,1628327.0,7,4,a,h
2002,1835038.0,7,4,a,h
2003,1342147.0,7,3,a,h
2004,768876.0,7,1,a,h
2005,1369960.0,7,3,a,h
2006,189402.0,3,2,a,c
2007,1148462.0,7,3,a,h
2008,1482151.0,7,1,a,h
2009,847276.0,7,4,a,h
2010,1777140.0,7,1,a,h
2011,2443004.0,7,1,a,h
2012,1988364.0,7,1,a,h
2013,1819378.0,7,1,a,h
2014,1598859.0,7,1,a,h
2015,1196016.0,7,1,a,h
2016,257392.0,3,2,a,c
2017,1094346.0,7,1,a,h
2018,924605.0,7,4,a,h
2019,664107.0,7,3,a,h
2020,2012397.0,7,1,a,h
2021,1720941.0,7,1,a,h
2022,971929.0,7,3,a,h
2023,884839.0,7,3,a,h
2024,325571.0,3,2,a,c
2025,256473.0,3,2,a,c
2026,1415106.0,7,1,a,h
2027,176485.0,3,2,a,c
2028,1273104.0,7,3,a,h
2029,289588.0,3,2,a,c
2030,397706.0,3,2,a,c
2031,1037384.0,7,4,a,h
2032,991179.0,7,1,a,h
2033,1057199.0,7,4,a,h
2034,1382891.0,7,4,a,h
2035,2010317.0,7,1,a,h
2036,1482474.0,7,1,a,h
2037,2128629.0,7,1,a,h
2038,1017529.0,7,1,a,h
2039,989040.0,7,1,a,h
2040,290087.0,3,2,a,c
2041,1342305.0,7,4,a,h
2042,1059002.0,7,3,a,h
2043,456146.0,7,3,a,h
2044,719880.0,7,4,a,h
2045,418640.0,3,2,a,c
2046,194202.0,3,2,a,c
2047,241728.0,3,2,a,c
2048,982352.0,7,1,a,h
2049,371722.0,3,2,a,c
2050,1083958.0,7,1,a,h
2051,1011274.0,7,3,a,h
2052,1181436.0,7,4,a,h
2053,669676.0,7,4,a,h
2054,393488.0,3,2,a,c
2055,1075383.0,7,1,a,h
2056,1683114.0,7,1,a,h
2057,1601644.0,7,4,a,h
2058,1398779.0,7,4,a,h
2059,228131.0,3,2,a,c
2060,744369.0,7,1,a,h
2061,286520.0,3,2,a,c
2062,926257.0,7,3,a,h
2063,844556.0,7,1,a,h
2064,1043136.0,7,1,a,h
2065,1437764.0,7,3,a,h
2066,1936284.0,7,1,a,h
2067,1594627.0,7,1,a,h
2068,225073.0,3,2,a,c
2069,156401.0,3,2,a,c
2070,1178418.0,7,3,a,h
2071,1531144.0,7,4,a,h
2072,1250195.0,7,3,a,h
2073,232565.0,3,2,a,c
2074,387226.0,3,2,a,c
2075,739752.0,7,1,a,h
2076,978458.0,7,3,a,h
2077,1352514.0,7,1,a,h
2078,1174139.0,7,3,a,h
2079,1726051.0,7,1,a,h
2080,1233642.0,7,4,a,h
2081,914265.0,7,4,a,h
2082,789045.0,7,3,a,h
2083,1265931.0,7,3,a,h
2084,282579.0,3,2,a,c
2085,1612850.0,7,3,a,h
2086,1394079.0,7,1,a,h
2087,1150747.0,7,4,a,h
2088,1158143.0,7,1,a,h
2089,327005.0,3,2,a,c
2090,941347.0,7,1,a,h
2091,1393927.0,7,1,a,h
2092,834159.0,7,1,a,h
2093,801492.0,7,1,a,h
2094,1807907.0,7,1,a,h
2095,1385553.0,7,1,a,h
2096,1868233.0,7,3,a,h
2097,189372.0,3,2,a,c
2098,976346.0,7,1,a,h
2099,995818.0,7,1,a,h
2100,907876.0,7,1,a,h
2101,219764.0,3,2,a,c
2102,923553.0,7,1,a,h
2103,596403.0,7,4,a,h
2104,1157595.0,7,1,a,h
2105,1319253.0,7,1,a,h
2106,1569238.0,7,1,a,h
2107,2588487.0,7,4,a,h
2108,1914256.0,7,3,a,h
2109,2339629.0,7,4,a,h
2110,962326.0,7,4,a,h
2111,1800293.0,7,3,a,h
2112,1465980.0,7,1,a,h
2113,1063391.0,7,3,a,h
2114,52038.0,3,2,a,c
2115,371554.0,3,2,a,c
2116,292283.0,3,2,a,c
2117,1270447.0,7,1,a,h
2118,239885.0,3,2,a,c
2119,269482.0,3,2,a,c
2120,1020549.0,7,1,a,h
2121,869117.0,7,1,a,h
2122,977524.0,7,1,a,h
2123,1143427.0,7,3,a,h
2124,547350.0,3,2,a,c
2125,923651.0,7,1,a,h
2126,1029342.0,7,1,a,h
2127,1644283.0,7,1,a,h
2128,1094996.0,7,1,a,h
2129,918253.0,7,3,a,h
2130,861456.0,7,3,a,h
2131,1050047.0,7,3,a,h
2132,1458730.0,7,1,a,h
2133,229324.0,3,2,a,c
2134,266643.0,3,2,a,c
2135,842708.0,7,3,a,h
2136,1073113.0,7,4,a,h
2137,1911652.0,7,3,a,h
2138,1872387.0,7,3,a,h
2139,392464.0,3,2,a,c
2140,1765493.0,7,3,a,h
2141,2320028.0,7,1,a,h
2142,1980047.0,7,4,a,h
2143,3114012.0,7,1,a,h
2144,3316634.0,7,1,a,h
2145,2349662.0,7,1,a,h
2146,2244905.0,7,1,a,h
2147,1443331.0,7,3,a,h
2148,1441645.0,7,3,a,h
2149,1794365.0,7,3,a,h
2150,2689944.0,7,4,a,h
2151,128305.0,3,2,a,c
2152,1567883.0,7,3,a,h
2153,2016311.0,7,1,a,h
2154,818577.0,7,1,a,h
2155,1576404.0,7,3,a,h
2156,2219399.0,7,3,a,h
2157,1760966.0,7,4,a,h
2158,1212219.0,7,3,a,h
2159,1339514.0,7,1,a,h
2160,541217.0,3,2,a,c
2161,1006762.0,7,1,a,h
2162,273964.0,3,2,a,c
2163,1159994.0,7,3,a,h
2164,110347.0,3,2,a,c
2165,699714.0,7,1,a,h
2166,255413.0,3,2,a,c
2167,316012.0,3,2,a,c
2168,1179129.0,7,1,a,h
2169,198176.0,3,2,a,c
2170,917339.0,7,1,a,h
2171,1001113.0,7,1,a,h
2172,891658.0,7,1,a,h
2173,184342.0,3,2,a,c
2174,329753.0,3,2,a,c
2175,614302.0,7,3,a,h
2176,957441.0,7,4,a,h
2177,982482.0,7,1,a,h
2178,1610981.0,7,1,a,h
2179,1080371.0,7,1,a,h
2180,810296.0,7,4,a,h
2181,125079.0,3,2,a,c
2182,233462.0,3,2,a,c
2183,359623.0,3,2,a,c
2184,1120237.0,7,1,a,h
2185,731381.0,7,4,a,h
2186,1029287.0,7,1,a,h
2187,988820.0,7,3,a,h
2188,945561.0,7,1,a,h
2189,1046315.0,7,4,a,h
2190,280943.0,3,2,a,c
2191,1438909.0,7,1,a,h
2192,1082271.0,7,4,a,h
2193,964097.0,7,1,a,h
2194,706142.0,7,1,a,h
2195,1092444.0,7,3,a,h
2196,569229.0,3,2,a,c
2197,1367425.0,7,3,a,h
2198,1672330.0,7,3,a,h
2199,1799838.0,7,3,a,h
2200,2047514.0,7,3,a,h
2201,344716.0,3,2,a,c
2202,789809.0,7,4,a,h
2203,1109456.0,7,1,a,h
2204,751598.0,7,3,a,h
2205,1144808.0,7,4,a,h
2206,1183776.0,7,3,a,h
2207,1647019.0,7,1,a,h
2208,1144894.0,7,3,a,h
2209,2556175.0,7,1,a,h
2210,2101673.0,7,1,a,h
2211,314058.0,3,2,a,c
2212,989457.0,7,1,a,h
2213,225629.0,3,2,a,c
2214,817529.0,7,1,a,h
2215,228343.0,3,2,a,c
2216,1096460.0,7,1,a,h
2217,772681.0,7,4,a,h
2218,935086.0,7,3,a,h
2219,1066829.0,7,3,a,h
2220,230038.0,3,2,a,c
2221,1000473.0,7,3,a,h
2222,1024749.0,7,4,a,h
2223,805759.0,7,1,a,h
2224,801562.0,7,3,a,h
2225,1405708.0,7,1,a,h
2226,1057348.0,7,4,a,h
2227,1150935.0,7,1,a,h
2228,53359.0,3,2,a,c
2229,971240.0,7,3,a,h
2230,172471.0,3,2,a,c
2231,1206956.0,7,3,a,h
2232,497203.0,7,3,a,h
2233,1556677.0,7,4,a,h
2234,1831823.0,7,4,a,h
2235,1756612.0,7,1,a,h
2236,1113969.0,7,4,a,h
2237,2235982.0,7,1,a,h
2238,1392954.0,7,1,a,h
2239,2623092.0,7,1,a,h
2240,2294405.0,7,1,a,h
2241,270011.0,3,2,a,c
2242,1524738.0,7,4,a,h
2243,1237533.0,7,4,a,h
2244,345742.0,3,2,a,c
2245,1120384.0,7,3,a,h
2246,314705.0,3,2,a,c
2247,42711.0,3,2,a,c
2248,134411.0,3,2,a,c
2249,799652.0,7,3,a,h
2250,1504170.0,7,4,a,h
2251,1042612.0,7,1,a,h
2252,683856.0,7,3,a,h
2253,1054639.0,7,3,a,h
2254,836427.0,7,3,a,h
2255,907441.0,7,4,a,h
2256,814882.0,7,1,a,h
2257,1338754.0,7,3,a,h
2258,368208.0,3,2,a,c
2259,1390185.0,7,3,a,h
2260,1123510.0,7,1,a,h
2261,1109096.0,7,1,a,h
2262,1030209.0,7,1,a,h
2263,183382.0,3,2,a,c
2264,1486394.0,7,1,a,h
2265,934919.0,7,1,a,h
2266,210258.0,3,2,a,c
2267,1152455.0,7,1,a,h
2268,945807.0,7,1,a,h
2269,377740.0,3,2,a,c
2270,1250797.0,7,3,a,h
2271,1327667.0,7,1,a,h
2272,305458.0,3,2,a,c
2273,874270.0,7,3,a,h
2274,784357.0,7,3,a,h
2275,866480.0,7,1,a,h
2276,277863.0,3,2,a,c
2277,1156706.0,7,1,a,h
2278,465833.0,3,2,a,c
2279,1826187.0,7,4,a,h
2280,1213411.0,7,4,a,h
2281,635853.0,7,3,a,h
2282,1087952.0,7,1,a,h
2283,367518.0,3,2,a,c
2284,1003708.0,7,3,a,h
2285,1548617.0,7,3,a,h
2286,1117310.0,7,3,a,h
2287,1063757.0,7,4,a,h
2288,1415113.0,7,1,a,h
2289,1247810.0,7,1,a,h
2290,380769.0,3,2,a,c
2291,972567.0,7,3,a,h
2292,783323.0,7,3,a,h
2293,1279794.0,7,4,a,h
2294,1178120.0,7,4,a,h
2295,302151.0,3,2,a,c
2296,1461058.0,7,1,a,h
2297,847344.0,7,3,a,h
2298,969019.0,7,1,a,h
2299,545980.0,7,3,a,h
2300,817756.0,7,3,a,h
2301,889619.0,7,1,a,h
2302,511663.0,3,2,a,c
2303,1034131.0,7,1,a,h
2304,316421.0,3,2,a,c
2305,842898.0,7,1,a,h
2306,918542.0,7,4,a,h
2307,588002.0,7,3,a,h
2308,1052351.0,7,3,a,h
2309,1132055.0,7,1,a,h
2310,1477666.0,7,1,a,h
2311,1006358.0,7,1,a,h
2312,370496.0,3,2,a,c
2313,1082809.0,7,1,a,h
2314,215064.0,3,2,a,c
2315,885763.0,7,4,a,h
2316,1821773.0,7,1,a,h
2317,1620055.0,7,1,a,h
2318,1156607.0,7,1,a,h
2319,1023846.0,7,1,a,h
2320,1350265.0,7,3,a,h
2321,1066768.0,7,3,a,h
2322,588343.0,3,2,a,c
2323,385369.0,3,2,a,c
2324,1065751.0,7,1,a,h
2325,292378.0,3,2,a,c
2326,304076.0,3,2,a,c
2327,1092450.0,7,4,a,h
2328,661746.0,7,4,a,h
2329,194149.0,3,2,a,c
2330,228866.0,3,2,a,c
2331,872601.0,7,3,a,h
2332,297701.0,3,2,a,c
2333,747346.0,7,1,a,h
2334,199416.0,3,2,a,c
2335,1170383.0,7,3,a,h
2336,1540524.0,7,4,a,h
2337,1479889.0,7,1,a,h
2338,843308.0,7,3,a,h
2339,1150778.0,7,1,a,h
2340,958918.0,7,3,a,h
2341,344192.0,3,2,a,c
2342,523759.0,3,2,a,c
2343,924263.0,7,3,a,h
2344,988897.0,7,3,a,h
2345,815570.0,7,1,a,h
2346,971264.0,7,1,a,h
2347,1031358.0,7,4,a,h
2348,1195362.0,7,3,a,h
2349,1459732.0,7,1,a,h
2350,318490.0,3,2,a,c
2351,1118412.0,7,3,a,h
2352,203474.0,3,2,a,c
2353,1139760.0,7,1,a,h
2354,881168.0,7,4,a,h
2355,216249.0,3,2,a,c
2356,1010583.0,7,1,a,h
2357,301639.0,3,2,a,c
2358,1019361.0,7,3,a,h
2359,932788.0,7,3,a,h
2360,138337.0,3,2,a,c
2361,802244.0,7,3,a,h
2362,155082.0,3,2,a,c
2363,686971.0,7,1,a,h
2364,1343683.0,7,1,a,h
2365,974985.0,7,4,a,h
2366,1227782.0,7,3,a,h
2367,275553.0,3,2,a,c
2368,266300.0,3,2,a,c
2369,353747.0,3,2,a,c
2370,1007889.0,7,4,a,h
2371,153158.0,3,2,a,c
2372,798647.0,7,1,a,h
2373,740352.0,7,3,a,h
2374,973462.0,7,1,a,h
2375,1168120.0,7,1,a,h
2376,361496.0,3,2,a,c
2377,1131430.0,7,1,a,h
2378,2060219.0,7,4,a,h
2379,1375839.0,7,3,a,h
2380,1272722.0,7,1,a,h
2381,881679.0,7,1,a,h
2382,356920.0,3,2,a,c
2383,1426350.0,7,3,a,h
2384,1876720.0,7,3,a,h
2385,1106634.0,7,1,a,h
2386,578934.0,3,2,a,c
2387,916976.0,7,1,a,h
2388,110596.0,3,2,a,c
2389,155655.0,3,2,a,c
2390,876335.0,7,3,a,h
2391,406498.0,3,2,a,c
2392,1163802.0,7,1,a,h
2393,1026441.0,7,1,a,h
2394,1278053.0,7,1,a,h
2395,513996.0,7,3,a,h
2396,290544.0,3,2,a,c
2397,926140.0,7,1,a,h
2398,1037001.0,7,1,a,h
2399,753902.0,7,3,a,h
2400,1004380.0,7,3,a,h
2401,426258.0,3,2,a,c
2402,1224669.0,7,1,a,h
2403,800708.0,7,3,a,h
2404,1345429.0,7,1,a,h
2405,1329151.0,7,1,a,h
2406,381286.0,3,2,a,c
2407,716997.0,7,3,a,h
2408,236499.0,3,2,a,c
2409,223728.0,3,2,a,c
2410,1122313.0,7,1,a,h
2411,880844.0,7,3,a,h
2412,121187.0,3,2,a,c
2413,923921.0,7,1,a,h
2414,1379991.0,7,1,a,h
2415,865353.0,7,3,a,h
2416,915849.0,7,3,a,h
2417,851343.0,7,1,a,h
2418,1520746.0,7,1,a,h
2419,1226249.0,7,3,a,h
2420,186769.0,3,2,a,c
2421,320320.0,3,2,a,c
2422,1092335.0,7,3,a,h
2423,99805.0,3,2,a,c
2424,1595977.0,7,4,a,h
2425,1284422.0,7,1,a,h
2426,1611640.0,7,4,a,h
2427,1229008.0,7,1,a,h
2428,1202248.0,7,4,a,h
2429,359390.0,3,2,a,c
2430,1184030.0,7,3,a,h
2431,1447067.0,7,3,a,h
2432,212410.0,3,2,a,c
2433,404769.0,3,2,a,c
2434,1098148.0,7,3,a,h
2435,202684.0,3,2,a,c
2436,1169203.0,7,1,a,h
2437,1582888.0,7,1,a,h
2438,1128503.0,7,1,a,h
2439,728197.0,7,1,a,h
2440,382273.0,3,2,a,c
2441,1133237.0,7,1,a,h
2442,720232.0,7,3,a,h
2443,378702.0,3,2,a,c
2444,491430.0,3,2,a,c
2445,978471.0,7,1,a,h
2446,905345.0,7,1,a,h
2447,889460.0,7,1,a,h
2448,998359.0,7,1,a,h
2449,1434302.0,7,4,a,h
2450,71938.0,3,2,a,c
2451,1439650.0,7,1,a,h
2452,1195932.0,7,1,a,h
2453,1335898.0,7,4,a,h
2454,1544520.0,7,1,a,h
2455,1437546.0,7,1,a,h
2456,170549.0,3,2,a,c
2457,211043.0,3,2,a,c
2458,992063.0,7,1,a,h
2459,218757.0,3,2,a,c
2460,264440.0,3,2,a,c
2461,245324.0,3,2,a,c
2462,1007891.0,7,3,a,h
2463,932887.0,7,1,a,h
2464,1512663.0,7,1,a,h
2465,1449263.0,7,4,a,h
2466,1192792.0,7,1,a,h
2467,427508.0,3,2,a,c
2468,212020.0,3,2,a,c
2469,904820.0,7,3,a,h
2470,395360.0,3,2,a,c
2471,161156.0,3,2,a,c
2472,765999.0,7,3,a,h
2473,151791.0,3,2,a,c
2474,1145073.0,7,1,a,h
2475,1024165.0,7,4,a,h
2476,838800.0,7,3,a,h
2477,315046.0,3,2,a,c
2478,1147583.0,7,3,a,h
2479,1592323.0,7,3,a,h
2480,371457.0,3,2,a,c
2481,1608348.0,7,3,a,h
2482,1290721.0,7,3,a,h
2483,520773.0,3,2,a,c
2484,147642.0,3,2,a,c
2485,163735.0,3,2,a,c
2486,1201405.0,7,3,a,h
2487,1321143.0,7,3,a,h
2488,901794.0,7,3,a,h
2489,993201.0,7,3,a,h
2490,1155159.0,7,3,a,h
2491,315983.0,3,2,a,c
2492,370077.0,3,2,a,c
2493,1142241.0,7,4,a,h
2494,1767727.0,7,1,a,h
2495,1610242.0,7,3,a,h
2496,2093782.0,7,3,a,h
2497,339449.0,3,2,a,c
2498,1347531.0,7,3,a,h
2499,248284.0,3,2,a,c
2500,967566.0,7,3,a,h
2501,215036.0,3,2,a,c
2502,880640.0,7,4,a,h
2503,1425558.0,7,4,a,h
2504,1550685.0,7,4,a,h
2505,1886062.0,7,1,a,h
2506,1505033.0,7,1,a,h
2507,222983.0,3,2,a,c
2508,773677.0,7,1,a,h
2509,566234.0,7,1,a,h
2510,1099858.0,7,1,a,h
2511,1114512.0,7,1,a,h
2512,1478629.0,7,1,a,h
2513,1275858.0,7,1,a,h
2514,264392.0,3,2,a,c
2515,154285.0,3,2,a,c
2516,1202063.0,7,1,a,h
2517,2057891.0,7,1,a,h
2518,408946.0,7,4,a,h
2519,1299079.0,7,1,a,h
2520,946644.0,7,3,a,h
2521,864823.0,7,4,a,h
2522,1059603.0,7,1,a,h
2523,779078.0,7,3,a,h
2524,1357379.0,7,3,a,h
2525,2003562.0,7,3,a,h
2526,1216235.0,7,4,a,h
2527,1900941.0,7,1,a,h
2528,1095477.0,7,3,a,h
2529,909811.0,7,4,a,h
2530,529148.0,3,2,a,c
2531,703038.0,7,1,a,h
2532,218429.0,3,2,a,c
2533,892224.0,7,3,a,h
2534,1427693.0,7,1,a,h
2535,1590626.0,7,1,a,h
2536,1434207.0,7,1,a,h
2537,1020191.0,7,1,a,h
2538,361510.0,3,2,a,c
2539,691230.0,7,3,a,h
2540,444572.0,3,2,a,c
2541,1101480.0,7,1,a,h
2542,1312083.0,7,1,a,h
2543,188858.0,3,2,a,c
2544,923169.0,7,1,a,h
2545,643899.0,7,1,a,h
2546,379407.0,3,2,a,c
2547,1116942.0,7,3,a,h
2548,456777.0,7,3,a,h
2549,903406.0,7,3,a,h
2550,327080.0,3,2,a,c
2551,615464.0,7,4,a,h
2552,1286893.0,7,3,a,h
2553,1272101.0,7,3,a,h
2554,1108102.0,7,4,a,h
2555,198079.0,3,2,a,c
2556,936472.0,7,1,a,h
2557,1085285.0,7,1,a,h
2558,1221197.0,7,1,a,h
2559,246862.0,3,2,a,c
2560,550650.0,7,4,a,h
2561,947150.0,7,1,a,h
2562,1008253.0,7,3,a,h
2563,996105.0,7,1,a,h
2564,1033375.0,7,4,a,h
2565,1152634.0,7,3,a,h
2566,770834.0,7,4,a,h
2567,819191.0,7,1,a,h
2568,1307325.0,7,3,a,h
2569,1320262.0,7,1,a,h
2570,958807.0,7,4,a,h
2571,759081.0,7,1,a,h
2572,1044617.0,7,1,a,h
2573,1211810.0,7,1,a,h
2574,749582.0,3,2,a,c
2575,872268.0,7,1,a,h
2576,470167.0,3,2,a,c
2577,602591.0,7,3,a,h
2578,906898.0,7,1,a,h
2579,1141908.0,7,1,a,h
2580,1115337.0,7,1,a,h
2581,1159101.0,7,3,a,h
2582,1128415.0,7,1,a,h
2583,1523101.0,7,1,a,h
2584,645860.0,7,1,a,h
2585,876251.0,7,1,a,h
2586,959251.0,7,3,a,h
2587,165784.0,3,2,a,c
2588,351263.0,3,2,a,c
2589,934878.0,7,1,a,h
2590,1574718.0,7,1,a,h
2591,326063.0,3,2,a,c
2592,1119497.0,7,3,a,h
2593,1606295.0,7,3,a,h
2594,195506.0,3,2,a,c
2595,258423.0,3,2,a,c
2596,962602.0,7,1,a,h
2597,1122185.0,7,1,a,h
2598,95860.0,3,2,a,c
2599,1267880.0,7,1,a,h
2600,1332387.0,7,1,a,h
2601,230422.0,3,2,a,c
2602,1659577.0,7,1,a,h
